ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
HP_GONOSOMAL_INHERITANCE	HP_GONOSOMAL_INHERITANCE	164	0.5870590322092814	2.412805428101458	2.40241970928265e-14	1.0714791903400619e-10	9.948546459282047e-11	3059	tags=66%, list=25%, signal=51%	CHRDL1/CNKSR2/COL4A5/DMD/NDP/ADGRG2/SLC16A2/CLCN4/FRMPD4/IGF2/AR/IL1RAPL1/PHEX/MAOA/COL4A6/EFNB1/SHROOM4/CFP/PHKA1/IQSEC2/EDA/AMER1/PTCHD1/ATP11C/FGD1/CLDN2/PHKA2/USP27X/KLHL15/DLG3/NKAP/MID2/SYP/FANCB/RLIM/MAGED2/STS/NHS/PDK3/AIFM1/HNRNPH2/PHF6/MSN/UBQLN2/NDUFA1/OGT/CNGA1/CSF2RA/TSPAN7/KDM6A/PHF8/MSL3/PQBP1/RP2/SLC9A6/TIMM8A/TLR7/KDM5C/RNF113A/BRWD3/ATRX/DIAPH2/ARHGEF9/IGBP1/EBP/CLCN5/HUWE1/STAG2/PLS3/XIAP/SMC1A/LAMP2/ALG13/WDR45/USP9X/PIGA/ZDHHC9/UBE2A/SLC9A7/UPF3B/TRAPPC2/COX7B/HCCS/OPHN1/LAS1L/OCRL/POLA1/MBTPS2/CCDC22/NONO/OFD1/HDAC6/PDHA1/PRICKLE3/OTUD5/SMS/NLGN3/TAF1/RPGR/UBA1/RPS6KA3/TSR2/HDAC8/NDUFB11/THOC2/GLA/ACSL4/FTSJ1/WAS
HP_X_LINKED_RECESSIVE_INHERITANCE	HP_X_LINKED_RECESSIVE_INHERITANCE	121	0.5584571366654408	2.2049633291338	1.8395852285908638e-9	4.102275059757626e-6	3.8089096259349776e-6	3059	tags=64%, list=25%, signal=48%	CHRDL1/DMD/NDP/SLC16A2/CLCN4/FRMPD4/IGF2/AR/IL1RAPL1/MAOA/COL4A6/CFP/PHKA1/IQSEC2/EDA/PTCHD1/ATP11C/FGD1/CLDN2/PHKA2/USP27X/KLHL15/DLG3/NKAP/MID2/SYP/FANCB/RLIM/MAGED2/STS/AIFM1/PHF6/MSN/NDUFA1/OGT/CNGA1/TSPAN7/PHF8/PQBP1/SLC9A6/TIMM8A/TLR7/KDM5C/BRWD3/ATRX/ARHGEF9/IGBP1/EBP/CLCN5/STAG2/XIAP/SMC1A/ALG13/USP9X/PIGA/UBE2A/SLC9A7/UPF3B/TRAPPC2/OPHN1/LAS1L/OCRL/POLA1/MBTPS2/CCDC22/NONO/OFD1/OTUD5/SMS/TAF1/RPGR/UBA1/TSR2/THOC2/GLA/FTSJ1/WAS
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	168	-0.3999260657601157	-2.0471125155858023	2.8430763805418125e-7	4.226706885738828e-4	3.92444297580754e-4	1725	tags=33%, list=14%, signal=29%	CTSS/NFKB2/COL27A1/MMP15/HRNR/GFOD2/APLP1/ATXN1L/ADAMTSL5/OLFML2B/COL8A2/COL14A1/ADAMTS9/ADAM8/LAMB1/P3H4/ADAMTS17/COL5A2/MPV17/COL24A1/SMPD3/MMP19/TNFRSF11B/LOX/P4HA1/NR2E1/COL4A2/MELTF/MMP12/COL16A1/LTBP3/ADAMTS3/ADAMTS20/COL1A2/COL4A1/ADAMTSL4/EFEMP2/TNFRSF1B/MIA/FKBP10/TGFBI/CARMIL2/COL11A1/SPINT1/DPP4/NDNF/COL4A4/TIE1/COL4A3/ADAMTS14/MMP8/MMP3/LUM/MMP9/LCP1
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	92	0.5541399310476075	2.08212061064319	4.0295255593143443e-7	4.492920998635494e-4	4.171619355353324e-4	793	tags=30%, list=6%, signal=29%	SDK1/DSCAM/ROBO1/KIRREL3/PCDH1/PCDHAC2/CDH19/PCDH17/PCDHAC1/CDH13/PCDH20/CDH18/PCDHB2/CDH11/PCDHA4/PCDHA10/PCDHA5/PCDHA11/PCDHA12/PCDHA3/PCDHA9/PCDHA8/PCDHA13/CADM1/PCDHA1/PECAM1/PCDHA6/IGSF9
GOBP_SYNAPSE_ASSEMBLY	GOBP_SYNAPSE_ASSEMBLY	82	0.549514247373898	2.030413542456074	2.3464368362758963e-6	0.0020930216579580995	0.0019433436871388158	1079	tags=29%, list=9%, signal=27%	SDK1/DSCAM/LRRN1/SLITRK5/KIRREL3/SLITRK6/ADGRF1/FLRT3/THBS2/SYNDIG1/MUSK/ADD2/EPHB1/EPHA7/FLRT2/SHANK2/IL1RAPL1/PCDH17/PCDHB2/DNER/MDGA1/MEF2C/LGI2/NRG1
GOBP_INFLAMMATORY_RESPONSE	GOBP_INFLAMMATORY_RESPONSE	371	-0.2908665474696592	-1.669227802189589	2.930307893461488e-6	0.0021781955341397064	0.0020224265355925425	1882	tags=26%, list=15%, signal=23%	MAPK13/STAB1/RELB/RHBDD3/CEBPB/HMOX1/DUSP10/NFKBIA/SBNO2/IKBKG/CAMK4/TRADD/IL10RB/PLA2G4C/TYRO3/EPHB2/CX3CL1/ITIH4/AFAP1L2/RHBDF2/ADCY7/HYAL1/SEMA7A/SERPINE1/IL16/ADAM8/TPST1/CXCL2/LACC1/IL1RAP/FPR1/SETD6/KIT/IL17RA/BDKRB2/APOE/ABCD2/TLR1/FPR2/CXCL1/FN1/HSPG2/FPR3/CD96/ITGB6/ODAM/CD40/ADORA1/MIR324/PTAFR/TFRC/PLA2G3/IL1RL2/ECM1/UCN/CXCL3/CD14/LY75/MDK/FABP4/CYBA/AOC3/SELP/NR1H3/HYAL3/VNN1/C5AR1/PTGS2/C3AR1/F11R/IL1RN/ZC3H12A/CALCRL/SAA2/CCR1/THBS1/SAA1/CHST4/SPHK1/LGALS9/ALOX5AP/HLA-DRB1/TNFRSF1B/SCG2/IL1R2/SCUBE1/PIK3CG/PTGER3/TNIP3/IL1A/MMP8/MMP3/MMP9/IL1B/CREB3L3/C3
HP_ABNORMALITY_OF_THE_2ND_TOE	HP_ABNORMALITY_OF_THE_2ND_TOE	32	0.6785163555304126	2.113709255447856	7.3751371935660235e-6	0.004699015983329209	0.004362975897667479	3121	tags=75%, list=25%, signal=56%	CNKSR2/DMD/CLCN4/FRMPD4/IL1RAPL1/IQSEC2/PTCHD1/ARHGEF6/USP27X/DLG3/MID2/SYP/TSPAN7/ALG13/USP9X/ZNF81/SLC9A7/UPF3B/BMP2/RPS6KA3/ACSL4/FTSJ1/GDF5/ATP6V1B2
GOBP_CELL_FATE_COMMITMENT	GOBP_CELL_FATE_COMMITMENT	105	0.5077654021591111	1.9591821157394889	1.067867370423575e-5	0.005953360590111431	0.005527618730587294	1323	tags=27%, list=11%, signal=24%	GLI2/FOXA2/ZNF521/SPDEF/SOX2/WNT7B/SFRP1/MITF/PROX1/ONECUT1/AR/SIX2/KLF4/SHH/NKX2-5/MNX1/DLL4/SOX13/MESP1/PTCH1/JAG1/MEF2C/NRG1/TBX1/POU3F2/CTSL/WNT9A/SOX5
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	137	0.472741485071752	1.8989406531689428	1.2443870537171577e-5	0.006166629177309471	0.005725635870553565	1140	tags=28%, list=9%, signal=26%	SDK1/DSCAM/ROBO1/KIRREL3/ITGB2/TENM1/FLRT3/PCDH1/PCDHAC2/CDH19/IL1RAPL1/PCDH17/KLF4/PCDHAC1/CDH13/PCDH20/CDH18/PCDHB2/CDH11/PCDHA4/PCDHA10/PCDHA5/PCDHA11/PCDHA12/PCDHA3/PCDHA9/PCDHA8/PCDHA13/CADM1/PCDHA1/PECAM1/PCDHA6/IGSF9/MDGA1/CRTAM/CD177/PCDHA2/CLDN2/PCDHA7
HP_2_3_TOE_SYNDACTYLY	HP_2_3_TOE_SYNDACTYLY	66	0.5653435165313718	2.0252145254215934	1.5545135768885983e-5	0.006495944937509076	0.0060314013179515475	3071	tags=53%, list=25%, signal=40%	CNKSR2/DMD/CLCN4/FRMPD4/IL1RAPL1/SYT1/IQSEC2/PTCHD1/FBXW11/ARHGEF6/USP27X/NSD1/SOX5/DLG3/MID2/SYP/TP63/TSPAN7/PUF60/EBP/ALG13/USP9X/ZNF81/UBE2A/SLC9A7/UPF3B/BMP2/NOG/RPS6KA3/PIGY/ACSL4/FTSJ1/GDF5/LMBR1/ZMIZ1
