ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
PTEN_DN.V1_UP	PTEN_DN.V1_UP	82	0.5262969181310444	1.9504829972306053	1.569952779773247e-5	0.0028259150035918447	0.0022475113478859117	1472	tags=35%, list=12%, signal=31%	INHBB/CYB5R2/NAP1L3/SPOCK1/SLC9A2/ITGB2/HSPA12A/AQP1/KALRN/PRR16/RSAD2/NR2F1/CAPN11/PRKN/PLCE1/NYNRIN/PCDHA5/RARB/TCHH/ADRA2C/TCF7L1/EPHA4/JAG1/HOXD1/COL15A1/RTP4/PTPRZ1/SELENOP/ATP6V1B1
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP	101	-0.413144938745193	-1.9916927660777584	3.842990749732578e-5	0.0034586916747593203	0.002750772326124372	1092	tags=24%, list=9%, signal=22%	PIEZO1/SLC7A11/TFEC/IL7R/CXCL1/ADM2/ITGB6/SLC7A5/CLDN1/ADAM12/VNN1/PMEPA1/COL16A1/C3AR1/ZC3H12A/COL7A1/MT1F/KIF21B/PIK3CG/NPPB/TAGLN/TNIP3/IL1A/LCP1
EIF4E_DN	EIF4E_DN	75	-0.4286440086030553	-1.952365503946773	9.709358820646934e-5	0.005825615292388161	0.004633237893361344	1871	tags=24%, list=15%, signal=20%	LOXL1/PTER/PLAU/SIK3/FUCA1/SGPP2/CASP10/NEDD4L/PARP8/FRMD4B/FZD3/DENND2D/PTGS2/SAA1/PDK4/MMP9/ANGPTL4/C3
PRC1_BMI_UP.V1_DN	PRC1_BMI_UP.V1_DN	72	-0.4290884901311559	-1.9479481543058759	1.4893186831214868e-4	0.00670193407404669	0.005330193181697953	1422	tags=31%, list=12%, signal=27%	MFSD6/HYAL1/FAM106A/CORO1A/CARD14/AANAT/GJC2/CA5A/ATP8A2/SERPINB3/LMOD1/TRPM4/KCNJ4/CRYBG2/PSD4/GVINP1/MIA/FES/SPINT1/QPRT/SHANK1/SERPINB10
SNF5_DN.V1_DN	SNF5_DN.V1_DN	78	-0.41463351453948527	-1.8873789269745185	2.129695904426408e-4	0.007666905255935069	0.00609765564214719	668	tags=23%, list=5%, signal=22%	TPD52L1/ATP8A2/MYH3/LY75/FABP4/DIO2/NNMT/VNN1/IL11/LMOD1/DNAJA4/PCOLCE2/FGF13/C1QTNF1/CNTN1/MMP3/ANGPTL4/IL13RA2
PTEN_DN.V1_DN	PTEN_DN.V1_DN	73	-0.39420498987987795	-1.7891882954147618	0.001000385480612013	0.020558778756450437	0.01635084158407754	714	tags=22%, list=6%, signal=21%	PTPRCAP/SERPINE2/PON3/GPM6A/SERPINB3/RARRES1/MATN3/KCNJ4/LIN7A/HLA-DRB1/NPPB/C1QTNF1/HEYL/LUM/LCP1/SERPINB2
KRAS.KIDNEY_UP.V1_UP	KRAS.KIDNEY_UP.V1_UP	63	0.5052225987845785	1.7883321399607088	8.647954582222261e-4	0.020558778756450437	0.01635084158407754	1394	tags=40%, list=11%, signal=35%	PELI2/RELN/PLCB1/CDR1/A2M/CCND2/ERC2/SFRP1/MAGEH1/SYT1/SNAP25/SORBS1/AK5/PECAM1/DUSP6/CRTAM/MEF2C/GRM5/NOL4/SCG5/ITGBL1/HEY1/GABRB1/SELENOP/ETV1
IL2_UP.V1_DN	IL2_UP.V1_DN	79	0.4662117052089637	1.722057104747709	0.001131494513166263	0.020558778756450437	0.01635084158407754	791	tags=19%, list=6%, signal=18%	CST1/PDE1C/FAM110B/PRKG1/SEMA6D/PCSK5/MISP/MYCT1/SULT1B1/ERC2/PRSS16/SYT1/JCAD/DEPTOR/TNS3
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP	106	0.4350492672257865	1.686770236280157	0.0010279285381382202	0.020558778756450437	0.01635084158407754	1232	tags=23%, list=10%, signal=21%	CST1/SPDEF/PCSK1N/CD24/RELN/SLC9A2/GALNT14/HSD3B1/IL20RA/TNFSF18/PPM1H/SCIN/TMEM156/PRSS16/FGFBP1/RSAD2/PCDHA9/ATP2B2/CHML/FAM107A/HOXD1/CTNNBIP1/RHPN1-AS1/ARSJ
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP	129	0.40644382490673714	1.61825291887219	0.0011421543753583575	0.020558778756450437	0.01635084158407754	1435	tags=34%, list=12%, signal=30%	PELI2/MTMR8/SLCO4A1/RELN/ITGB2/CDR1/A2M/LPAR1/CMKLR1/ASTN1/TNFSF15/SEMA3A/IGF2/ERC2/MLXIPL/MAGEH1/TMEM156/MAGEA11/SYT1/SNAP25/PLAT/CCNJL/ANO1/HSD11B1/DUSP6/RNASE1/LPXN/EN2/CXCR4/NOL4/DUSP4/SCG5/SPINK1/G0S2/ARL4C/ITGBL1/HEY1/KIAA1549L/BEX1/CDHR2/MGAT4A/ETV1/ITGA2/ESM1
